101	1	2
101	2	1
101	3	3
101	4	1
101	5	2
101	6	2
102	1	2
102	2	2
102	3	1
102	4	2
102	5	1
102	6	5
103	1	1
103	2	2
103	3	4
103	4	2
103	5	1
103	6	4
104	1	1
104	2	1
104	3	1
104	4	4
104	5	2
104	6	3
105	1	2
105	2	2
105	3	4
105	4	1
105	5	1
105	6	4
106	1	2
106	2	2
106	3	1
106	4	2
106	5	1
106	6	3
107	1	2
107	2	1
107	3	1
107	4	5
107	5	1
107	6	1
108	1	2
108	2	1
108	3	2
108	4	2
108	5	2
108	6	3
109	1	1
109	2	1
109	3	2
109	4	1
109	5	1
109	6	3
110	1	4
110	2	2
110	3	3
110	4	3
110	5	2
110	6	1
111	1	4
111	2	2
111	3	2
111	4	1
111	5	2
111	6	2
112	1	2
112	2	2
112	3	1
112	4	4
112	5	1
112	6	2
113	1	1
113	2	2
113	3	2
113	4	2
113	5	2
113	6	3
114	1	4
114	2	2
114	3	3
114	4	2
114	5	2
114	6	1
115	1	2
115	2	1
115	3	2
115	4	2
115	5	1
115	6	4
116	1	1
116	2	3
116	3	3
116	4	2
116	5	1
116	6	4
117	1	2
117	2	3
117	3	2
117	4	3
117	5	2
117	6	2
118	1	4
118	2	2
118	3	2
118	4	2
118	5	2
118	6	3
119	1	4
119	2	2
119	3	2
119	4	2
119	5	3
119	6	1
120	1	2
120	2	1
120	3	1
120	4	3
120	5	2
120	6	2
121	1	2
121	2	1
121	3	2
121	4	1
121	5	1
121	6	2
122	1	4
122	2	2
122	3	3
122	4	1
122	5	3
122	6	2
123	1	2
123	2	2
123	3	1
123	4	2
123	5	1
123	6	3
124	1	2
124	2	2
124	3	3
124	4	2
124	5	1
124	6	1
125	1	2
125	2	2
125	3	1
125	4	3
125	5	2
125	6	2
126	1	2
126	2	4
126	3	1
126	4	2
126	5	2
126	6	1
127	1	2
127	2	2
127	3	1
127	4	5
127	5	2
127	6	3
128	1	4
128	2	3
128	3	1
128	4	1
128	5	2
128	6	2
129	1	2
129	2	4
129	3	2
129	4	3
129	5	2
129	6	2
130	1	4
130	2	1
130	3	2
130	4	2
130	5	1
130	6	2
131	1	1
131	2	4
131	3	2
131	4	3
131	5	2
131	6	2
132	1	3
132	2	2
132	3	1
132	4	4
132	5	2
132	6	2
133	1	2
133	2	2
133	3	2
133	4	1
133	5	1
133	6	4
134	1	2
134	2	2
134	3	2
134	4	3
134	5	1
134	6	3
135	1	1
135	2	2
135	3	2
135	4	3
135	5	2
135	6	2
136	1	2
136	2	3
136	3	2
136	4	5
136	5	2
136	6	2
137	1	1
137	2	2
137	3	1
137	4	4
137	5	1
137	6	2
138	1	2
138	2	1
138	3	2
138	4	4
138	5	2
138	6	2
139	1	2
139	2	2
139	3	4
139	4	1
139	5	1
139	6	3
140	1	2
140	2	4
140	3	1
140	4	1
140	5	1
140	6	3
141	1	2
141	2	3
141	3	1
141	4	4
141	5	1
141	6	2
142	1	4
142	2	2
142	3	2
142	4	1
142	5	1
142	6	1
143	1	3
143	2	2
143	3	2
143	4	2
143	5	1
143	6	1
144	1	2
144	2	2
144	3	5
144	4	2
144	5	2
144	6	2
145	1	1
145	2	2
145	3	3
145	4	3
145	5	1
145	6	3
146	1	4
146	2	2
146	3	1
146	4	2
146	5	2
146	6	2
147	1	3
147	2	4
147	3	2
147	4	4
147	5	2
147	6	2
148	1	1
148	2	2
148	3	1
148	4	2
148	5	2
148	6	3
149	1	4
149	2	2
149	3	1
149	4	3
