101	7	4
101	8	2
101	9	5
101	10	3
102	7	2
102	8	3
102	9	4
102	10	5
103	7	2
103	8	4
103	9	5
103	10	3
104	7	4
104	8	2
104	9	3
104	10	5
105	7	2
105	8	3
105	9	5
105	10	4
106	7	5
106	8	2
106	9	3
106	10	4
107	7	3
107	8	2
107	9	4
107	10	5
108	7	4
108	8	2
108	9	5
108	10	3
109	7	2
109	8	3
109	9	5
109	10	4
110	7	5
110	8	3
110	9	4
110	10	2
111	7	5
111	8	3
111	9	4
111	10	2
112	7	2
112	8	5
112	9	4
112	10	3
113	7	5
113	8	2
113	9	4
113	10	3
114	7	5
114	8	2
114	9	4
114	10	3
115	7	3
115	8	2
115	9	5
115	10	4
116	7	2
116	8	4
116	9	5
116	10	3
117	7	3
117	8	5
117	9	2
117	10	4
118	7	5
118	8	3
118	9	4
118	10	2
119	7	5
119	8	3
119	9	2
119	10	4
120	7	4
120	8	3
120	9	2
120	10	5
121	7	4
121	8	2
121	9	5
121	10	3
122	7	5
122	8	3
122	9	4
122	10	2
123	7	4
123	8	3
123	9	5
123	10	2
124	7	2
124	8	5
124	9	4
124	10	3
125	7	5
125	8	4
125	9	2
125	10	3
126	7	4
126	8	5
126	9	2
126	10	3
127	7	4
127	8	3
127	9	2
127	10	5
128	7	5
128	8	4
128	9	2
128	10	3
129	7	4
129	8	5
129	9	2
129	10	3
130	7	5
130	8	4
130	9	3
130	10	2
131	7	4
131	8	5
131	9	2
131	10	3
132	7	4
132	8	3
132	9	2
132	10	5
133	7	4
133	8	3
133	9	5
133	10	2
134	7	3
134	8	5
134	9	4
134	10	2
135	7	3
135	8	5
135	9	4
135	10	2
136	7	2
136	8	4
136	9	3
136	10	5
137	7	3
137	8	5
137	9	2
137	10	4
138	7	4
138	8	2
138	9	3
138	10	5
139	7	4
139	8	2
139	9	5
139	10	3
140	7	2
140	8	5
140	9	3
140	10	4
141	7	4
141	8	5
141	9	2
141	10	3
142	7	5
142	8	3
142	9	2
142	10	4
143	7	4
143	8	3
143	9	2
143	10	5
144	7	4
144	8	2
144	9	5
144	10	3
145	7	2
145	8	3
145	9	5
145	10	4
146	7	5
146	8	3
146	9	2
146	10	4
147	7	4
147	8	5
147	9	3
147	10	2
148	7	3
148	8	2
148	9	4
148	10	5
149	7	5
149	8	4
149	9	2
149	10	3
150	7	2
150	8	4
150	9	3
150	10	5
151	7	5
151	8	3
151	9	2
151	10	4
152	7	5
152	8	3
152	9	4
152	10	2
153	7	3
153	8	2
153	9	5
153	10	4
154	7	3
154	8	4
154	9	5
154	10	2
155	7	2
155	8	4
155	9	3
155	10	5
156	7	5
156	8	3
156	9	2
156	10	4
157	7	2
157	8	3
157	9	4
157	10	5
158	7	2
158	8	4
158	9	3
158	10	5
159	7	4
159	8	2
159	9	3
159	10	5
160	7	5
160	8	3
160	9	4
160	10	2
161	7	2
161	8	4
161	9	5
161	10	3
162	7	5
162	8	2
162	9	4
162	10	3
163	7	5
163	8	3
163	9	2
163	10	4
164	7	4
164	8	2
164	9	3
164	10	5
165	7	2
165	8	3
165	9	5
165	10	4
166	7	2
166	8	5
166	9	3
166	10	4
167	7	4
167	8	5
167	9	2
167	10	3
168	7	2
168	8	4
168	9	3
168	10	5
169	7	5
169	8	4
169	9	3
169	10	2
170	7	5
170	8	2
170	9	3
170	10	4
171	7	3
171	8	4
171	9	5
171	10	2
172	7	2
172	8	3
172	9	5
172	10	4
173	7	4
173	8	5
173	9	3
173	10	2
174	7	3
174	8	4
174	9	5
174	10	2
175	7	3
175	8	2
175	9	4
175	10	5
176	7	4
176	8	5
176	9	2
176	10	3
177	7	2
177	8	3
177	9	5
177	10	4
178	7	3
178	8	5
178	9	4
178	10	2
179	7	5
179	8	2
179	9	4
179	10	3
180	7	5
180	8	2
180	9	4
180	10	3
181	7	2
181	8	3
181	9	5
181	10	4
182	7	4
182	8	5
182	9	2
182	10	3
183	7	3
183	8	5
183	9	2
183	10	4
184	7	2
184	8	5
184	9	3
184	10	4
185	7	5
185	8	2
185	9	4
185	10	3
186	7	4
186	8	3
186	9	2
186	10	5
187	7	2
187	8	5
187	9	4
187	10	3
188	7	2
188	8	3
188	9	4
188	10	5
189	7	2
189	8	5
189	9	3
189	10	4
190	7	2
190	8	4
190	9	5
190	10	3
191	7	3
191	8	2
191	9	4
191	10	5
192	7	4
192	8	3
192	9	5
192	10	2
193	7	5
193	8	2
193	9	4
193	10	3
194	7	2
194	8	4
194	9	3
194	10	5
195	7	2
195	8	3
195	9	5
195	10	4
196	7	4
196	8	5
196	9	2
196	10	3
197	7	4
197	8	5
197	9	2
197	10	3
198	7	2
198	8	4
198	9	3
198	10	5
199	7	4
199	8	3
199	9	2
199	10	5
200	7	4
200	8	2
200	9	5
200	10	3
